event_date,user_id,event_name,source,destination_city,craft_interest,booking_id,participants,price_per_person
2026-07-01,u1020,page_view,Instagram,Jaipur,Blue Pottery,,,
2026-07-01,u1021,page_view,Direct,Khurja,Pottery,,,
2026-07-01,u1022,page_view,Google Search,Varanasi,Warli Painting,,,
2026-07-01,u1023,page_view,Google Search,Bangalore,Pottery,,,
2026-07-01,u1024,page_view,Referral,Udaipur,Warli Painting,,,
2026-07-01,u1024,experience_card_viewed,Referral,Udaipur,Warli Painting,,,
2026-07-01,u1024,booking_started,Referral,Udaipur,Warli Painting,,,
2026-07-01,u1024,payment_success,Referral,Udaipur,Warli Painting,CRB5005,1,2500
2026-07-01,u1024,booking_completed,Referral,Udaipur,Warli Painting,CRB5005,1,2500
2026-07-01,u1025,page_view,Instagram,Varanasi,Block Printing,,,
2026-07-01,u1025,experience_card_viewed,Instagram,Varanasi,Block Printing,,,
2026-07-01,u1025,booking_started,Instagram,Varanasi,Block Printing,,,
2026-07-01,u1025,payment_success,Instagram,Varanasi,Block Printing,CRB5006,2,3000
2026-07-01,u1026,page_view,Travel Blog,Udaipur,Pottery,,,
2026-07-01,u1026,experience_card_viewed,Travel Blog,Udaipur,Pottery,,,
2026-07-01,u1027,page_view,Referral,Udaipur,Blue Pottery,,,
2026-07-01,u1027,experience_card_viewed,Referral,Udaipur,Blue Pottery,,,
2026-07-01,u1028,page_view,Instagram,Jaipur,Blue Pottery,,,
2026-07-01,u1029,page_view,Instagram,Khurja,Pottery,,,
2026-07-01,u1029,experience_card_viewed,Instagram,Khurja,Pottery,,,
2026-07-01,u1030,page_view,Travel Blog,Khurja,Weaving,,,
2026-07-01,u1030,experience_card_viewed,Travel Blog,Khurja,Weaving,,,
2026-07-01,u1031,page_view,Instagram,Udaipur,Warli Painting,,,
2026-07-01,u1031,experience_card_viewed,Instagram,Udaipur,Warli Painting,,,
2026-07-01,u1032,page_view,Direct,Jaipur,Block Printing,,,
2026-07-01,u1033,page_view,Google Search,Udaipur,Blue Pottery,,,
2026-07-01,u1033,experience_card_viewed,Google Search,Udaipur,Blue Pottery,,,
2026-07-01,u1034,page_view,Instagram,Khurja,Blue Pottery,,,
2026-07-01,u1034,experience_card_viewed,Instagram,Khurja,Blue Pottery,,,
2026-07-01,u1035,page_view,Travel Blog,Varanasi,Blue Pottery,,,
2026-07-01,u1036,page_view,Direct,Udaipur,Pottery,,,
2026-07-01,u1036,experience_card_viewed,Direct,Udaipur,Pottery,,,
2026-07-01,u1036,booking_started,Direct,Udaipur,Pottery,,,
2026-07-01,u1036,payment_success,Direct,Udaipur,Pottery,CRB5007,1,3000
2026-07-01,u1036,booking_completed,Direct,Udaipur,Pottery,CRB5007,1,3000
2026-07-01,u1036,review_submitted,Direct,Udaipur,Pottery,CRB5007,1,3000
2026-07-01,u1037,page_view,Direct,Jaipur,Pottery,,,
2026-07-01,u1037,experience_card_viewed,Direct,Jaipur,Pottery,,,
2026-07-01,u1037,booking_started,Direct,Jaipur,Pottery,,,
2026-07-01,u1038,page_view,Travel Blog,Jaipur,Warli Painting,,,
2026-07-01,u1038,experience_card_viewed,Travel Blog,Jaipur,Warli Painting,,,
2026-07-01,u1039,page_view,Direct,Jaipur,Blue Pottery,,,
2026-07-01,u1040,page_view,Referral,Varanasi,Pottery,,,
2026-07-01,u1041,page_view,Referral,Udaipur,Pottery,,,
2026-07-01,u1042,page_view,Referral,Jaipur,Block Printing,,,
2026-07-01,u1042,experience_card_viewed,Referral,Jaipur,Block Printing,,,
2026-07-01,u1043,page_view,Instagram,Jaipur,Warli Painting,,,
2026-07-01,u1043,experience_card_viewed,Instagram,Jaipur,Warli Painting,,,
2026-07-01,u1043,booking_started,Instagram,Jaipur,Warli Painting,,,
2026-07-01,u1044,page_view,Instagram,Khurja,Weaving,,,
2026-07-01,u1044,experience_card_viewed,Instagram,Khurja,Weaving,,,
2026-07-01,u1045,page_view,Direct,Varanasi,Warli Painting,,,
2026-07-01,u1046,page_view,Direct,Jaipur,Warli Painting,,,
2026-07-01,u1046,experience_card_viewed,Direct,Jaipur,Warli Painting,,,
2026-07-01,u1047,page_view,Google Search,Varanasi,Block Printing,,,
2026-07-01,u1048,page_view,Google Search,Varanasi,Weaving,,,
2026-07-01,u1049,page_view,Google Search,Varanasi,Warli Painting,,,
2026-07-01,u1049,experience_card_viewed,Google Search,Varanasi,Warli Painting,,,
2026-07-01,u1050,page_view,Instagram,Jaipur,Blue Pottery,,,
2026-07-01,u1050,booking_started,Instagram,Jaipur,Blue Pottery,,,
2026-07-01,u1050,payment_success,Instagram,Jaipur,Blue Pottery,CRB5008,2,3000
2026-07-01,u1051,page_view,Travel Blog,Bangalore,Block Printing,,,
2026-07-01,u1051,experience_card_viewed,Travel Blog,Bangalore,Block Printing,,,
2026-07-01,u1052,page_view,Google Search,Bangalore,Block Printing,,,
2026-07-01,u1053,page_view,Google Search,Udaipur,Pottery,,,
2026-07-01,u1053,experience_card_viewed,Google Search,Udaipur,Pottery,,,
2026-07-01,u1054,page_view,Instagram,Varanasi,Pottery,,,
2026-07-01,u1055,page_view,Referral,Bangalore,Blue Pottery,,,
2026-07-01,u1056,page_view,Google Search,Khurja,Pottery,,,
2026-07-01,u1056,booking_started,Google Search,Khurja,Pottery,,,
2026-07-01,u1056,payment_success,Google Search,Khurja,Pottery,CRB5009,6,3500
2026-07-01,u1057,page_view,Instagram,Udaipur,Block Printing,,,
2026-07-01,u1057,booking_started,Instagram,Udaipur,Block Printing,,,
2026-07-01,u1058,page_view,Travel Blog,Varanasi,Weaving,,,
2026-07-01,u1059,page_view,Google Search,Jaipur,Pottery,,,
2026-07-01,u1059,experience_card_viewed,Google Search,Jaipur,Pottery,,,
2026-07-01,u1059,booking_started,Google Search,Jaipur,Pottery,,,
2026-07-01,u1059,payment_success,Google Search,Jaipur,Pottery,CRB5010,4,2000
2026-07-01,u1059,booking_completed,Google Search,Jaipur,Pottery,CRB5010,4,2000
2026-07-01,u1059,review_submitted,Google Search,Jaipur,Pottery,CRB5010,4,2000
2026-07-01,u1060,page_view,Instagram,Varanasi,Pottery,,,
2026-07-01,u1061,page_view,Instagram,Jaipur,Warli Painting,,,
2026-07-01,u1061,experience_card_viewed,Instagram,Jaipur,Warli Painting,,,
2026-07-01,u1062,page_view,Referral,Udaipur,Warli Painting,,,
2026-07-01,u1062,booking_started,Referral,Udaipur,Warli Painting,,,
2026-07-01,u1063,page_view,Google Search,Varanasi,Block Printing,,,
2026-07-01,u1063,booking_started,Google Search,Varanasi,Block Printing,,,
2026-07-01,u1064,page_view,Direct,Khurja,Weaving,,,
2026-07-01,u1064,experience_card_viewed,Direct,Khurja,Weaving,,,
2026-07-01,u1065,page_view,Referral,Bangalore,Weaving,,,
2026-07-01,u1065,booking_started,Referral,Bangalore,Weaving,,,
2026-07-01,u1066,page_view,Direct,Varanasi,Blue Pottery,,,
2026-07-01,u1066,experience_card_viewed,Direct,Varanasi,Blue Pottery,,,
2026-07-01,u1067,page_view,Direct,Khurja,Pottery,,,
2026-07-01,u1067,experience_card_viewed,Direct,Khurja,Pottery,,,
2026-07-01,u1068,page_view,Google Search,Bangalore,Warli Painting,,,
2026-07-01,u1068,experience_card_viewed,Google Search,Bangalore,Warli Painting,,,
2026-07-01,u1069,page_view,Instagram,Varanasi,Weaving,,,
2026-07-01,u1069,experience_card_viewed,Instagram,Varanasi,Weaving,,,
2026-07-01,u1070,page_view,Direct,Varanasi,Blue Pottery,,,
2026-07-01,u1070,experience_card_viewed,Direct,Varanasi,Blue Pottery,,,
2026-07-01,u1071,page_view,Direct,Udaipur,Pottery,,,
2026-07-01,u1072,page_view,Direct,Varanasi,Block Printing,,,
2026-07-01,u1073,page_view,Referral,Khurja,Pottery,,,
2026-07-01,u1073,experience_card_viewed,Referral,Khurja,Pottery,,,
2026-07-01,u1073,booking_started,Referral,Khurja,Pottery,,,
2026-07-01,u1074,page_view,Direct,Jaipur,Blue Pottery,,,
2026-07-01,u1074,experience_card_viewed,Direct,Jaipur,Blue Pottery,,,
2026-07-01,u1075,page_view,Google Search,Udaipur,Blue Pottery,,,
2026-07-01,u1075,experience_card_viewed,Google Search,Udaipur,Blue Pottery,,,
2026-07-01,u1075,booking_started,Google Search,Udaipur,Blue Pottery,,,
2026-07-01,u1075,payment_success,Google Search,Udaipur,Blue Pottery,CRB5011,2,3500
2026-07-01,u1075,booking_completed,Google Search,Udaipur,Blue Pottery,CRB5011,2,3500
2026-07-01,u1075,review_submitted,Google Search,Udaipur,Blue Pottery,CRB5011,2,3500
2026-07-01,u1076,page_view,Direct,Khurja,Block Printing,,,
2026-07-01,u1076,experience_card_viewed,Direct,Khurja,Block Printing,,,
2026-07-01,u1077,page_view,Direct,Bangalore,Warli Painting,,,
2026-07-01,u1077,experience_card_viewed,Direct,Bangalore,Warli Painting,,,
2026-07-01,u1078,page_view,Travel Blog,Bangalore,Warli Painting,,,
2026-07-01,u1078,experience_card_viewed,Travel Blog,Bangalore,Warli Painting,,,
2026-07-01,u1079,page_view,Travel Blog,Khurja,Blue Pottery,,,
2026-07-01,u1079,experience_card_viewed,Travel Blog,Khurja,Blue Pottery,,,
2026-07-01,u1080,page_view,Referral,Bangalore,Blue Pottery,,,
2026-07-01,u1080,booking_started,Referral,Bangalore,Blue Pottery,,,
2026-07-01,u1080,payment_success,Referral,Bangalore,Blue Pottery,CRB5012,4,1800
2026-07-01,u1080,booking_completed,Referral,Bangalore,Blue Pottery,CRB5012,4,1800
2026-07-01,u1080,review_submitted,Referral,Bangalore,Blue Pottery,CRB5012,4,1800
2026-07-01,u1081,page_view,Travel Blog,Khurja,Pottery,,,
2026-07-01,u1081,experience_card_viewed,Travel Blog,Khurja,Pottery,,,
2026-07-01,u1082,page_view,Direct,Udaipur,Blue Pottery,,,
2026-07-01,u1082,experience_card_viewed,Direct,Udaipur,Blue Pottery,,,
2026-07-01,u1083,page_view,Travel Blog,Bangalore,Block Printing,,,
2026-07-01,u1084,page_view,Travel Blog,Udaipur,Block Printing,,,
2026-07-01,u1085,page_view,Travel Blog,Udaipur,Warli Painting,,,
2026-07-01,u1086,page_view,Direct,Khurja,Blue Pottery,,,
2026-07-01,u1086,experience_card_viewed,Direct,Khurja,Blue Pottery,,,
2026-07-01,u1087,page_view,Instagram,Udaipur,Weaving,,,
2026-07-01,u1088,page_view,Google Search,Udaipur,Pottery,,,
2026-07-01,u1089,page_view,Travel Blog,Bangalore,Warli Painting,,,
2026-07-01,u1089,booking_started,Travel Blog,Bangalore,Warli Painting,,,
2026-07-01,u1089,payment_success,Travel Blog,Bangalore,Warli Painting,CRB5013,12,1800
2026-07-01,u1089,booking_completed,Travel Blog,Bangalore,Warli Painting,CRB5013,12,1800
2026-07-01,u1089,review_submitted,Travel Blog,Bangalore,Warli Painting,CRB5013,12,1800
2026-07-01,u1090,page_view,Referral,Udaipur,Weaving,,,
2026-07-01,u1091,page_view,Direct,Jaipur,Weaving,,,
2026-07-01,u1091,experience_card_viewed,Direct,Jaipur,Weaving,,,
2026-07-01,u1091,booking_started,Direct,Jaipur,Weaving,,,
2026-07-01,u1092,page_view,Instagram,Jaipur,Pottery,,,
2026-07-01,u1092,experience_card_viewed,Instagram,Jaipur,Pottery,,,
2026-07-01,u1092,booking_started,Instagram,Jaipur,Pottery,,,
2026-07-01,u1092,payment_success,Instagram,Jaipur,Pottery,CRB5014,2,2200
2026-07-01,u1092,booking_completed,Instagram,Jaipur,Pottery,CRB5014,2,2200
2026-07-01,u1093,page_view,Direct,Bangalore,Block Printing,,,
2026-07-01,u1093,booking_started,Direct,Bangalore,Block Printing,,,
2026-07-01,u1093,payment_success,Direct,Bangalore,Block Printing,CRB5015,1,2000
2026-07-01,u1093,booking_completed,Direct,Bangalore,Block Printing,CRB5015,1,2000
2026-07-01,u1094,page_view,Google Search,Jaipur,Weaving,,,
2026-07-01,u1095,page_view,Instagram,Bangalore,Block Printing,,,
2026-07-01,u1095,experience_card_viewed,Instagram,Bangalore,Block Printing,,,
2026-07-01,u1096,page_view,Referral,Jaipur,Warli Painting,,,
2026-07-01,u1096,booking_started,Referral,Jaipur,Warli Painting,,,
2026-07-01,u1096,payment_success,Referral,Jaipur,Warli Painting,CRB5016,12,1500
2026-07-01,u1096,booking_completed,Referral,Jaipur,Warli Painting,CRB5016,12,1500
2026-07-01,u1096,review_submitted,Referral,Jaipur,Warli Painting,CRB5016,12,1500
2026-07-01,u1097,page_view,Google Search,Bangalore,Weaving,,,
2026-07-01,u1098,page_view,Travel Blog,Udaipur,Blue Pottery,,,
2026-07-01,u1099,page_view,Referral,Khurja,Block Printing,,,
2026-07-01,u1099,experience_card_viewed,Referral,Khurja,Block Printing,,,
2026-07-01,u1100,page_view,Travel Blog,Bangalore,Warli Painting,,,
2026-07-01,u1101,page_view,Travel Blog,Varanasi,Pottery,,,
2026-07-01,u1101,experience_card_viewed,Travel Blog,Varanasi,Pottery,,,
2026-07-01,u1102,page_view,Referral,Varanasi,Weaving,,,
2026-07-01,u1103,page_view,Referral,Bangalore,Block Printing,,,
2026-07-01,u1103,experience_card_viewed,Referral,Bangalore,Block Printing,,,
2026-07-01,u1103,booking_started,Referral,Bangalore,Block Printing,,,
2026-07-01,u1103,payment_success,Referral,Bangalore,Block Printing,CRB5017,10,2200
2026-07-01,u1103,booking_completed,Referral,Bangalore,Block Printing,CRB5017,10,2200
2026-07-01,u1103,review_submitted,Referral,Bangalore,Block Printing,CRB5017,10,2200
2026-07-01,u1104,page_view,Instagram,Varanasi,Pottery,,,
2026-07-01,u1104,experience_card_viewed,Instagram,Varanasi,Pottery,,,
2026-07-01,u1104,booking_started,Instagram,Varanasi,Pottery,,,
2026-07-01,u1104,payment_success,Instagram,Varanasi,Pottery,CRB5018,6,2200
2026-07-01,u1104,booking_completed,Instagram,Varanasi,Pottery,CRB5018,6,2200
2026-07-01,u1104,review_submitted,Instagram,Varanasi,Pottery,CRB5018,6,2200
2026-07-01,u1105,page_view,Travel Blog,Varanasi,Weaving,,,
2026-07-01,u1105,experience_card_viewed,Travel Blog,Varanasi,Weaving,,,
2026-07-01,u1105,booking_started,Travel Blog,Varanasi,Weaving,,,
2026-07-01,u1105,payment_success,Travel Blog,Varanasi,Weaving,CRB5019,2,3000
2026-07-01,u1105,booking_completed,Travel Blog,Varanasi,Weaving,CRB5019,2,3000
2026-07-01,u1106,page_view,Direct,Bangalore,Warli Painting,,,
2026-07-01,u1106,experience_card_viewed,Direct,Bangalore,Warli Painting,,,
2026-07-01,u1106,booking_started,Direct,Bangalore,Warli Painting,,,
2026-07-01,u1106,payment_success,Direct,Bangalore,Warli Painting,CRB5020,3,2000
2026-07-01,u1106,booking_completed,Direct,Bangalore,Warli Painting,CRB5020,3,2000
2026-07-01,u1106,review_submitted,Direct,Bangalore,Warli Painting,CRB5020,3,2000
2026-07-01,u1107,page_view,Direct,Varanasi,Pottery,,,
2026-07-01,u1108,page_view,Instagram,Jaipur,Warli Painting,,,
2026-07-01,u1108,experience_card_viewed,Instagram,Jaipur,Warli Painting,,,
2026-07-01,u1109,page_view,Referral,Khurja,Block Printing,,,
2026-07-01,u1109,experience_card_viewed,Referral,Khurja,Block Printing,,,
2026-07-01,u1110,page_view,Instagram,Jaipur,Blue Pottery,,,
2026-07-01,u1110,experience_card_viewed,Instagram,Jaipur,Blue Pottery,,,
2026-07-01,u1111,page_view,Instagram,Khurja,Pottery,,,
2026-07-01,u1112,page_view,Instagram,Khurja,Block Printing,,,
2026-07-01,u1113,page_view,Direct,Bangalore,Pottery,,,
2026-07-01,u1114,page_view,Travel Blog,Varanasi,Warli Painting,,,
2026-07-01,u1115,page_view,Direct,Jaipur,Warli Painting,,,
2026-07-01,u1115,booking_started,Direct,Jaipur,Warli Painting,,,
2026-07-01,u1116,page_view,Google Search,Varanasi,Block Printing,,,
2026-07-01,u1116,experience_card_viewed,Google Search,Varanasi,Block Printing,,,
2026-07-01,u1116,booking_started,Google Search,Varanasi,Block Printing,,,
2026-07-01,u1116,payment_success,Google Search,Varanasi,Block Printing,CRB5021,1,2200
2026-07-01,u1116,booking_completed,Google Search,Varanasi,Block Printing,CRB5021,1,2200
2026-07-01,u1117,page_view,Referral,Udaipur,Block Printing,,,
2026-07-01,u1118,page_view,Direct,Khurja,Blue Pottery,,,
2026-07-01,u1118,experience_card_viewed,Direct,Khurja,Blue Pottery,,,
2026-07-01,u1118,booking_started,Direct,Khurja,Blue Pottery,,,
2026-07-01,u1118,payment_success,Direct,Khurja,Blue Pottery,CRB5022,4,3500
2026-07-01,u1118,booking_completed,Direct,Khurja,Blue Pottery,CRB5022,4,3500
2026-07-01,u1118,review_submitted,Direct,Khurja,Blue Pottery,CRB5022,4,3500
2026-07-01,u1119,page_view,Instagram,Udaipur,Weaving,,,
2026-07-01,u1120,page_view,Direct,Bangalore,Blue Pottery,,,
2026-07-01,u1120,experience_card_viewed,Direct,Bangalore,Blue Pottery,,,
2026-07-01,u1121,page_view,Travel Blog,Varanasi,Warli Painting,,,
2026-07-01,u1121,experience_card_viewed,Travel Blog,Varanasi,Warli Painting,,,
2026-07-01,u1121,booking_started,Travel Blog,Varanasi,Warli Painting,,,
2026-07-01,u1122,page_view,Direct,Bangalore,Block Printing,,,
2026-07-01,u1123,page_view,Referral,Bangalore,Block Printing,,,
2026-07-01,u1123,booking_started,Referral,Bangalore,Block Printing,,,
2026-07-01,u1123,payment_success,Referral,Bangalore,Block Printing,CRB5023,12,2000
2026-07-01,u1123,booking_completed,Referral,Bangalore,Block Printing,CRB5023,12,2000
2026-07-01,u1124,page_view,Referral,Udaipur,Weaving,,,
2026-07-01,u1124,experience_card_viewed,Referral,Udaipur,Weaving,,,
2026-07-01,u1124,booking_started,Referral,Udaipur,Weaving,,,
2026-07-01,u1124,payment_success,Referral,Udaipur,Weaving,CRB5024,10,3000
2026-07-01,u1124,booking_completed,Referral,Udaipur,Weaving,CRB5024,10,3000
2026-07-01,u1125,page_view,Instagram,Varanasi,Weaving,,,
2026-07-01,u1125,experience_card_viewed,Instagram,Varanasi,Weaving,,,
2026-07-01,u1126,page_view,Travel Blog,Bangalore,Block Printing,,,
2026-07-01,u1127,page_view,Travel Blog,Jaipur,Pottery,,,
2026-07-01,u1127,experience_card_viewed,Travel Blog,Jaipur,Pottery,,,
2026-07-01,u1128,page_view,Travel Blog,Udaipur,Block Printing,,,
2026-07-01,u1128,experience_card_viewed,Travel Blog,Udaipur,Block Printing,,,
2026-07-01,u1129,page_view,Referral,Udaipur,Blue Pottery,,,
2026-07-01,u1129,experience_card_viewed,Referral,Udaipur,Blue Pottery,,,
2026-07-01,u1130,page_view,Direct,Khurja,Pottery,,,
2026-07-01,u1130,experience_card_viewed,Direct,Khurja,Pottery,,,
2026-07-01,u1130,booking_started,Direct,Khurja,Pottery,,,
2026-07-01,u1130,payment_success,Direct,Khurja,Pottery,CRB5025,3,3500
2026-07-01,u1131,page_view,Google Search,Udaipur,Weaving,,,
2026-07-01,u1131,experience_card_viewed,Google Search,Udaipur,Weaving,,,
2026-07-01,u1131,booking_started,Google Search,Udaipur,Weaving,,,
2026-07-01,u1132,page_view,Travel Blog,Khurja,Blue Pottery,,,
2026-07-01,u1133,page_view,Direct,Bangalore,Pottery,,,
2026-07-01,u1133,booking_started,Direct,Bangalore,Pottery,,,
2026-07-01,u1134,page_view,Travel Blog,Varanasi,Warli Painting,,,
2026-07-01,u1134,experience_card_viewed,Travel Blog,Varanasi,Warli Painting,,,
2026-07-01,u1134,booking_started,Travel Blog,Varanasi,Warli Painting,,,
2026-07-01,u1134,payment_success,Travel Blog,Varanasi,Warli Painting,CRB5026,12,3500
2026-07-01,u1134,booking_completed,Travel Blog,Varanasi,Warli Painting,CRB5026,12,3500
2026-07-01,u1135,page_view,Referral,Khurja,Pottery,,,
2026-07-01,u1135,booking_started,Referral,Khurja,Pottery,,,
2026-07-01,u1136,page_view,Instagram,Varanasi,Blue Pottery,,,
2026-07-01,u1137,page_view,Travel Blog,Khurja,Blue Pottery,,,
2026-07-01,u1137,booking_started,Travel Blog,Khurja,Blue Pottery,,,
2026-07-01,u1138,page_view,Referral,Jaipur,Blue Pottery,,,
2026-07-01,u1138,experience_card_viewed,Referral,Jaipur,Blue Pottery,,,
2026-07-01,u1139,page_view,Instagram,Khurja,Blue Pottery,,,
2026-07-01,u1140,page_view,Instagram,Udaipur,Weaving,,,
2026-07-01,u1140,experience_card_viewed,Instagram,Udaipur,Weaving,,,
2026-07-01,u1141,page_view,Instagram,Varanasi,Warli Painting,,,
2026-07-01,u1141,experience_card_viewed,Instagram,Varanasi,Warli Painting,,,
2026-07-01,u1142,page_view,Travel Blog,Bangalore,Block Printing,,,
2026-07-01,u1142,booking_started,Travel Blog,Bangalore,Block Printing,,,
2026-07-01,u1142,payment_success,Travel Blog,Bangalore,Block Printing,CRB5027,4,1800
2026-07-01,u1142,booking_completed,Travel Blog,Bangalore,Block Printing,CRB5027,4,1800
2026-07-01,u1142,review_submitted,Travel Blog,Bangalore,Block Printing,CRB5027,4,1800
2026-07-01,u1143,page_view,Referral,Jaipur,Block Printing,,,
2026-07-01,u1143,experience_card_viewed,Referral,Jaipur,Block Printing,,,
2026-07-01,u1143,booking_started,Referral,Jaipur,Block Printing,,,
2026-07-01,u1143,payment_success,Referral,Jaipur,Block Printing,CRB5028,10,1800
2026-07-01,u1143,booking_completed,Referral,Jaipur,Block Printing,CRB5028,10,1800
2026-07-01,u1143,review_submitted,Referral,Jaipur,Block Printing,CRB5028,10,1800
2026-07-01,u1144,page_view,Instagram,Bangalore,Blue Pottery,,,
2026-07-01,u1144,booking_started,Instagram,Bangalore,Blue Pottery,,,
2026-07-01,u1145,page_view,Google Search,Khurja,Blue Pottery,,,
2026-07-01,u1146,page_view,Instagram,Udaipur,Weaving,,,
2026-07-01,u1146,booking_started,Instagram,Udaipur,Weaving,,,
2026-07-01,u1146,payment_success,Instagram,Udaipur,Weaving,CRB5029,6,2500
2026-07-01,u1146,booking_completed,Instagram,Udaipur,Weaving,CRB5029,6,2500
2026-07-01,u1147,page_view,Travel Blog,Udaipur,Block Printing,,,
2026-07-01,u1147,experience_card_viewed,Travel Blog,Udaipur,Block Printing,,,
2026-07-01,u1148,page_view,Direct,Varanasi,Weaving,,,
2026-07-01,u1148,experience_card_viewed,Direct,Varanasi,Weaving,,,
2026-07-01,u1149,page_view,Travel Blog,Varanasi,Block Printing,,,
2026-07-01,u1150,page_view,Instagram,Bangalore,Blue Pottery,,,
2026-07-01,u1151,page_view,Google Search,Bangalore,Weaving,,,
2026-07-01,u1151,experience_card_viewed,Google Search,Bangalore,Weaving,,,
2026-07-01,u1151,booking_started,Google Search,Bangalore,Weaving,,,
2026-07-01,u1151,payment_success,Google Search,Bangalore,Weaving,CRB5030,2,3000
2026-07-01,u1151,booking_completed,Google Search,Bangalore,Weaving,CRB5030,2,3000
2026-07-01,u1152,page_view,Referral,Khurja,Block Printing,,,
2026-07-01,u1153,page_view,Travel Blog,Khurja,Pottery,,,
2026-07-01,u1153,experience_card_viewed,Travel Blog,Khurja,Pottery,,,
2026-07-01,u1154,page_view,Referral,Bangalore,Warli Painting,,,
2026-07-01,u1155,page_view,Referral,Udaipur,Weaving,,,
2026-07-01,u1156,page_view,Instagram,Udaipur,Block Printing,,,
2026-07-01,u1156,experience_card_viewed,Instagram,Udaipur,Block Printing,,,
2026-07-01,u1157,page_view,Travel Blog,Bangalore,Weaving,,,
2026-07-01,u1157,experience_card_viewed,Travel Blog,Bangalore,Weaving,,,
2026-07-01,u1158,page_view,Referral,Bangalore,Block Printing,,,
2026-07-01,u1158,experience_card_viewed,Referral,Bangalore,Block Printing,,,
